"","A_09_195_S6_R1_001","A_10_313_S9_R1_001","A_11_062_S8_R1_001","A_12_011_S10_R1_001","A_13_027_S12_R1_001","A_13_086_S11_R1_001","A_14_022_S5_R1_001","A_14_076_S7_R1_001"
"tRF-16-HRMF3RB",1,1,0,1,0,1,1,0
"tRF-16-HS195ME",0,2,0,0,0,0,0,0
"tRF-16-HSQS52D",1,0,0,0,1,0,0,0
"tRF-16-HSQSD2D",8,10,1,1,4,4,4,1
"tRF-16-HSRVK7D",29,26,48,11,18,88,59,35
"tRF-16-HUB689E",0,3,0,0,0,1,0,0
"tRF-16-HVRNLDD",1,12,2,3,2,1,2,0
"tRF-16-HYD3MU0",0,2,0,0,3,1,3,2
"tRF-16-I0P9RND",0,1,0,0,0,0,1,0
"tRF-16-I0PRRND",3,4,1,2,1,1,12,6
"tRF-16-I1LQ3RB",0,0,2,0,0,0,1,0
"tRF-16-I26WRND",10,14,11,6,15,6,14,11
"tRF-16-I2LJQI0",6,8,1,1,0,2,1,0
"tRF-16-I2UKM70",1,0,0,0,0,0,3,1
"tRF-16-I3FJQSD",3,1,3,1,1,6,2,6
"tRF-16-I6D3880",0,1,0,1,1,0,0,1
"tRF-16-I7L7P50",1,0,1,0,4,2,3,7
"tRF-16-I7LYR1E",0,1,0,0,0,0,0,0
"tRF-16-I7XUK80",5,2,16,4,16,50,17,23
"tRF-16-I958M80",3,0,1,1,0,2,0,0
"tRF-16-IEWS7Y0",10,6,9,7,13,25,8,7
"tRF-16-IEWSNS0",2,3,4,2,8,16,3,6
"tRF-16-IEWSNY0",2,4,10,5,10,11,5,17
"tRF-16-ILQ673B",1,0,0,0,0,0,0,1
"tRF-16-IMLWRND",8,3,3,2,6,10,25,6
"tRF-16-INVDRID",406,242,202,381,338,132,529,197
"tRF-16-IPRVYJE",0,0,0,1,0,0,1,0
"tRF-16-IR69OKB",1,2,2,1,0,3,0,0
"tRF-16-IR6MF0B",0,0,1,2,0,0,0,0
"tRF-16-IRJ9ZHB",0,0,1,0,0,0,1,0
"tRF-16-IRM1BVB",0,1,1,4,5,3,6,7
"tRF-16-IRMJ6VB",2,0,2,1,1,5,1,5
"tRF-16-IS7IO0B",0,1,0,0,0,0,0,0
"tRF-16-ISQI45D",9,3,1,1,2,1,13,3
"tRF-16-ISQIY5D",0,0,0,0,0,0,1,2
"tRF-16-IURNLED",0,5,0,1,0,0,2,0
"tRF-16-IWQZPHD",0,1,0,0,0,0,0,0
"tRF-16-IWRNL3D",0,0,0,1,0,1,0,0
"tRF-16-J07RRND",6,20,0,1,0,0,7,0
"tRF-16-J0QXL1D",0,0,0,0,0,0,0,1
"tRF-16-J36RRND",0,0,0,0,0,1,1,0
"tRF-16-J4RPFQE",0,1,1,0,1,0,1,0
"tRF-16-J4S2QFE",2,0,1,2,0,5,7,1
"tRF-16-J81H93E",7,0,2,2,1,5,6,5
"tRF-16-J96YYDD",0,0,0,0,1,1,0,0
"tRF-16-J9ZH0S0",10,2,6,4,20,16,17,8
"tRF-16-JB6YMWE",1,1,0,0,0,0,1,0
"tRF-16-JHHS190",0,4,0,1,0,2,2,1
"tRF-16-JHHS19B",11,6,8,9,3,5,10,3
"tRF-16-JI307EE",0,0,0,1,0,0,0,0
"tRF-16-JIH6Z3D",1,0,0,4,0,0,4,0
"tRF-16-JK84R90",0,1,0,0,0,0,0,0
"tRF-16-JKIKYUE",2,1,2,1,0,3,2,1
"tRF-16-JKIWRND",16,22,2,9,3,3,22,5
"tRF-16-JKSV5ND",6,15,1,5,3,2,16,1
"tRF-16-JKW4RZ0",1,0,0,0,0,0,1,0
"tRF-16-JL6PLWD",0,0,1,0,0,0,0,0
"tRF-16-JM5PFQ0",0,0,0,0,1,3,0,1
"tRF-16-JMRPFQB",92,91,46,63,84,146,321,43
"tRF-16-JMRPFQD",1452,236,745,1184,859,859,3941,679
"tRF-16-JNORRND",10,20,19,10,25,57,6,21
"tRF-16-JNRPFQD",5,4,2,1,8,9,21,5
"tRF-16-JOWU1M0",0,0,0,1,2,2,4,0
"tRF-16-JQSSM80",2,1,0,0,1,2,1,0
"tRF-16-JYSZ11D",1,2,0,2,2,0,0,0
"tRF-16-JZL4Q40",1,0,0,0,0,0,0,1
"tRF-16-K0JNOR0",0,0,0,0,0,1,0,0
"tRF-16-K0SVRND",17,33,2,15,6,0,43,5
"tRF-16-K2821I0",0,0,0,0,1,0,0,0
"tRF-16-K53SW1B",0,1,0,0,0,1,2,0
"tRF-16-K5QKF1D",1,2,0,2,0,0,0,0
"tRF-16-K7VZ0RB",1,9,0,7,0,1,3,1
"tRF-16-K7VZ41B",1,13,6,7,2,0,12,5
"tRF-16-K87SERD",4,1,0,0,1,1,0,0
"tRF-16-K87SHRD",0,0,0,0,0,1,0,0
"tRF-16-K8KDP1B",1,4,1,1,3,3,6,2
"tRF-16-K8KKO1B",0,0,0,1,0,0,0,0
"tRF-16-K8M0W1B",0,1,0,1,0,0,0,0
"tRF-16-K8QJP1B",2,10,17,8,9,22,16,16
"tRF-16-K91O7VB",0,0,0,1,1,0,0,1
"tRF-16-KE6KM80",0,0,0,0,2,2,0,0
"tRF-16-KHM26R0",0,0,0,1,1,1,0,0
"tRF-16-KJ5R5ND",73,103,10,21,20,13,63,13
"tRF-16-KJDR5ND",2,2,0,0,0,0,0,0
"tRF-16-KJWB61B",0,2,0,0,0,0,0,0
"tRF-16-KK5Y93E",2,5,1,4,1,2,0,0
"tRF-16-KKM1M3E",1,0,2,0,1,4,1,1
"tRF-16-KKRSL3E",2,1,0,0,2,2,0,0
"tRF-16-KNNVOR0",3,0,1,1,1,1,1,3
"tRF-16-KNR3YRD",0,0,0,0,0,0,1,0
"tRF-16-KNR7VJD",1,3,1,8,5,0,6,1
"tRF-16-KQ3SW1B",14,46,8,3,10,3,17,5
"tRF-16-KQWYL1D",0,1,0,0,0,2,1,1
"tRF-16-KRYNW5D",1,4,2,1,0,7,6,3
"tRF-16-KS7SB10",0,0,0,0,0,1,0,0
"tRF-16-KS8WP9D",11,10,3,2,16,11,17,1
"tRF-16-KSR9ORD",0,0,0,0,0,0,0,1
"tRF-16-KUEKK1B",0,1,0,0,0,0,0,0
"tRF-16-L0H5RND",2,2,1,1,3,1,4,0
"tRF-16-L0HVRND",14,20,5,11,1,5,23,2
"tRF-16-L1K847D",0,0,1,1,0,1,0,1
"tRF-16-L2RRM3E",1,6,0,0,2,0,5,0
"tRF-16-L33VL8E",0,0,0,1,0,0,0,0
"tRF-16-L3489BD",0,1,0,0,0,0,0,0
"tRF-16-L3K5NK0",0,0,0,0,0,1,0,0
"tRF-16-L45SB1B",0,0,1,0,0,0,0,0
"tRF-16-L4Q4R90",3,2,1,0,1,4,8,4
"tRF-16-L61MQKE",1,1,0,4,0,1,0,0
"tRF-16-L85DMKE",6,3,9,5,5,8,9,5
"tRF-16-L85J3KE",2,1,9,9,6,2,16,8
"tRF-16-L87SHRD",0,0,0,1,0,0,1,1
"tRF-16-L8K87SB",1,2,0,0,2,1,1,0
"tRF-16-L8UZHE0",0,0,0,0,0,1,0,0
"tRF-16-L981PV0",1,0,0,0,0,0,0,0
"tRF-16-LB3KMBB",0,0,0,0,0,0,0,1
"tRF-16-LBRR33E",0,2,0,0,0,0,0,0
"tRF-16-LBRRN2E",0,0,0,0,0,1,0,0
"tRF-16-LBRY73E",1,10,3,0,1,12,1,3
"tRF-16-LE2WMKE",0,1,0,0,0,2,0,0
"tRF-16-LE308H0",0,0,0,0,0,1,0,0
"tRF-16-LEK5LYD",0,0,0,0,0,0,0,1
"tRF-16-LIK8980",0,1,0,0,0,2,0,2
"tRF-16-LK8SR9B",0,0,2,1,0,0,0,0
"tRF-16-LK8YR90",0,2,0,0,0,0,0,0
"tRF-16-LKKSR9B",1,1,0,1,1,0,1,1
"tRF-16-LKZ419B",0,6,0,1,0,0,1,0
"tRF-16-LM3KZS0",0,0,0,0,1,0,0,1
"tRF-16-LMK8J7D",0,0,0,0,0,1,0,0
"tRF-16-LNK8KD0",1,1,1,0,0,8,1,0
"tRF-16-LNK8KE0",1,0,0,0,0,0,0,0
"tRF-16-LNK8QJ0",2,0,3,1,5,16,2,8
"tRF-16-LNKSEK0",0,1,1,2,6,0,1,0
"tRF-16-LP21W3E",0,1,0,0,0,0,0,0
"tRF-16-LQ94760",0,0,0,0,2,0,0,0
"tRF-16-LQWJ9XB",0,1,0,0,0,0,0,0
"tRF-16-LR6LQ60",0,0,0,0,0,3,0,0
"tRF-16-LR6XQ60",1,0,0,0,2,0,0,0
"tRF-16-LSN3S30",4,2,4,3,11,1,16,1
"tRF-16-LUD3KS0",0,0,0,1,0,2,5,1
"tRF-16-LW67D8B",1,0,0,0,1,0,3,0
"tRF-16-LWRNLDD",1,0,0,1,2,1,0,2
"tRF-16-LWRNLED",1,1,0,0,0,3,1,0
"tRF-16-LWRNLJD",0,0,0,0,1,0,0,0
"tRF-16-LY7L73B",2,0,0,3,0,1,3,0
"tRF-16-LY7SIR0",0,0,0,0,0,1,0,0
"tRF-16-LZNL7L0",0,0,0,1,0,0,0,0
"tRF-16-M0IBB7E",4,3,7,20,0,3,14,0
"tRF-16-M0NK5YE",6,4,0,4,1,2,7,0
"tRF-16-M0Q4R90",5,0,1,3,6,2,11,6
"tRF-16-M1M3WDE",3,0,3,1,6,4,2,1
"tRF-16-M1M3WEE",0,2,0,2,2,0,0,1
"tRF-16-M26RRNE",0,1,1,1,0,0,1,0
"tRF-16-M2ORRND",1,0,0,0,1,0,1,0
"tRF-16-M2ORRNE",0,0,0,0,0,0,0,1
"tRF-16-M2OSRND",16,10,9,5,4,4,13,6
"tRF-16-M3701MD",0,0,0,0,1,0,0,0
"tRF-16-M3Q01MD",0,2,0,0,0,1,1,0
"tRF-16-M87SBRD",0,0,0,0,3,1,0,1
"tRF-16-M8ZLSSE",4,4,4,7,6,1,11,5
"tRF-16-MBQ4NKD",464,648,296,532,244,1566,893,400
"tRF-16-ME6KM80",47,53,13,17,13,18,108,14
"tRF-16-MEF91S0",33,18,9,7,20,5,32,4
"tRF-16-MEJB5YB",0,0,2,1,2,0,0,0
"tRF-16-MIF91S0",1,1,0,0,1,1,3,0
"tRF-16-MIF91SB",1,0,0,0,0,1,0,0
"tRF-16-MKQ4R90",2,0,3,4,3,5,7,6
"tRF-16-MKQ4R9B",1,0,0,1,1,0,0,0
"tRF-16-ML5F82D",17,23,10,13,7,27,7,10
"tRF-16-ML5HMVE",1,0,0,0,0,0,2,0
"tRF-16-MLQHWUD",1,0,0,1,0,0,0,1
"tRF-16-MMFJ7S0",0,1,0,0,0,0,0,0
"tRF-16-MMUKLY0",0,2,0,0,0,0,1,0
"tRF-16-MMUKLYD",0,0,1,0,0,1,2,1
"tRF-16-MNF91S0",0,1,0,0,1,1,0,0
"tRF-16-MNFV7S0",1,0,0,0,0,0,0,0
"tRF-16-MNFVIS0",0,0,0,0,0,0,0,1
"tRF-16-MNH5SYD",0,1,0,2,1,2,1,1
"tRF-16-MNLB3KD",0,3,1,0,0,0,0,0
"tRF-16-MNLBNKD",0,2,0,0,0,0,0,0
"tRF-16-MP9P9MB",0,0,0,0,0,0,2,0
"tRF-16-MPW4PU0",146,70,15,60,98,11,46,29
"tRF-16-MQ5JK80",0,1,0,1,3,8,1,2
"tRF-16-MU7SH7D",0,0,0,0,0,0,0,1
"tRF-16-N0RRR3E",0,1,0,0,0,0,0,0
"tRF-16-N3WEK80",0,0,1,0,0,0,0,0
"tRF-16-N4QFI2D",1,0,0,0,0,0,1,0
"tRF-16-N5ORNQE",1,0,0,0,0,0,0,0
"tRF-16-NB8PLMD",9,6,3,4,4,1,3,6
"tRF-16-NDY8HPB",0,2,2,1,0,0,0,1
"tRF-16-NE88HPB",0,0,0,1,0,0,0,0
"tRF-16-NFLWRND",1,1,0,0,0,0,0,0
"tRF-16-NHZ4PVB",0,0,0,0,0,0,1,0
"tRF-16-NNXDLB0",0,0,0,0,0,0,1,0
"tRF-16-NPSV9ND",2,6,2,2,5,4,10,5
"tRF-16-NS5J7KE",18,11,9,10,16,6,34,7
"tRF-16-NVORRND",8,12,0,3,1,2,15,3
"tRF-16-NY2V7KE",0,2,0,3,3,0,1,1
"tRF-16-NYDRFUE",0,2,0,0,0,2,0,0
"tRF-16-O045DBD",1,1,0,2,0,2,1,3
"tRF-16-O0789ND",16,20,6,5,4,2,59,4
"tRF-16-O0SRMND",0,2,0,0,0,0,1,0
"tRF-16-O28HR90",1,2,0,2,0,0,7,2
"tRF-16-O2WHR90",13,17,1,15,6,1,44,2
"tRF-16-O2Y6R90",0,0,0,0,0,0,2,0
"tRF-16-O2Z0R90",17,23,6,7,5,4,8,4
"tRF-16-O2ZFR90",0,4,0,1,1,0,0,1
"tRF-16-O6M83OE",0,0,2,0,0,0,0,0
"tRF-16-O7M8LOD",5,1,0,3,1,0,2,1
"tRF-16-O7M8LOE",17,16,2,5,19,4,9,4
"tRF-16-OB9ZFH0",7,6,7,18,3,7,26,5
"tRF-16-ODMJ6BD",1,1,0,0,0,0,2,0
"tRF-16-OK8Y190",2,3,0,0,0,0,4,2
"tRF-16-OKNH990",3,6,2,2,1,2,10,3
"tRF-16-OKW4190",0,0,0,0,0,0,2,0
"tRF-16-OKZH99B",0,1,2,0,0,0,7,0
"tRF-16-OMJHHSB",0,1,0,0,1,0,0,0
"tRF-16-OML328D",0,0,0,0,0,0,0,1
"tRF-16-ORNQY1D",0,0,0,3,1,1,4,0
"tRF-16-ORRILND",0,1,0,0,0,0,0,0
"tRF-16-OSM83OE",3,0,0,0,1,0,2,0
"tRF-16-OSRNLND",0,1,1,0,2,0,0,0
"tRF-16-P3X1M3E",0,0,1,0,1,1,0,1
"tRF-16-P41M3KE",0,1,0,1,0,0,3,0
"tRF-16-P45J7KE",0,0,0,0,0,0,1,0
"tRF-16-P5QK11D",0,0,2,2,1,0,3,1
"tRF-16-PER8YPE",0,2,1,4,1,0,1,1
"tRF-16-PHM87SB",0,0,1,0,0,0,0,0
"tRF-16-PIR8YPE",2,0,0,4,0,2,2,3
"tRF-16-PJ5830E",12,7,9,31,10,29,10,12
"tRF-16-PJB7MND",4,3,0,1,1,0,4,0
"tRF-16-PLR8YPE",0,3,0,3,1,2,3,0
"tRF-16-PNMI7OD",1,2,0,0,2,0,0,0
"tRF-16-PORSM3E",0,2,0,1,0,1,0,0
"tRF-16-PQ5SVPE",0,0,0,1,0,0,0,0
"tRF-16-PRRN2MD",0,0,0,0,0,0,4,0
"tRF-16-PRRNLMD",0,0,1,1,0,0,3,0
"tRF-16-PSQP4PE",412,274,65,111,385,289,220,78
"tRF-16-PSR959D",0,0,1,0,0,0,0,0
"tRF-16-PSR9O9D",2,0,0,0,2,0,0,2
"tRF-16-PSSELQB",0,0,0,1,0,0,0,0
"tRF-16-PURYX3E",0,2,0,0,1,0,0,0
"tRF-16-PYRP4PE",0,1,0,3,0,0,3,0
"tRF-16-PZMI7OB",2,0,0,0,0,0,0,0
"tRF-16-Q01LQKB",7,4,9,14,2,8,19,9
"tRF-16-Q01M3KE",0,0,1,1,0,1,2,0
"tRF-16-Q1Q89PE",148,182,319,758,105,155,588,316
"tRF-16-Q2FWQ80",7,15,11,2,5,24,15,6
"tRF-16-Q4NKKQB",1,1,0,0,2,1,1,1
"tRF-16-Q622EVE",4,2,0,1,3,0,3,3
"tRF-16-Q72S3H0",0,0,0,1,0,2,5,0
"tRF-16-Q9R4L20",0,0,0,1,0,0,0,0
"tRF-16-QB1MK8E",68,145,74,215,77,331,131,195
"tRF-16-QE30YOB",1,0,0,0,1,0,0,1
"tRF-16-QE30YU0",0,0,0,0,0,0,0,1
"tRF-16-QI45LSD",0,0,1,0,0,0,0,0
"tRF-16-QJ3KYUD",1,1,1,2,2,1,2,1
"tRF-16-QJ3KYUE",1,1,0,0,3,1,0,0
"tRF-16-QNMI7OE",0,0,0,0,0,0,0,1
"tRF-16-QR17NS0",0,0,0,0,0,1,0,0
"tRF-16-QR535ZE",0,0,0,2,0,1,0,1
"tRF-16-QXL13XE",0,0,1,1,1,0,0,0
"tRF-16-QZ2S3H0",0,0,0,0,0,0,1,1
"tRF-16-R008R90",0,0,3,0,0,0,2,0
"tRF-16-R0PSR90",0,0,1,0,2,7,1,1
"tRF-16-R29P4PE",419,385,186,556,433,355,394,308
"tRF-16-R2IP4O0",4,6,1,20,2,4,8,8
"tRF-16-R2YJ8BE",0,0,0,0,0,1,0,0
"tRF-16-R2Z4R90",485,331,259,814,171,64,648,85
"tRF-16-R3IEWS0",6,3,2,0,3,3,6,2
"tRF-16-R3VJ4ZE",1,0,0,0,0,0,0,0
"tRF-16-R4L2RRD",0,1,0,2,0,2,1,1
"tRF-16-R4NPNNB",0,0,0,0,0,0,1,0
"tRF-16-R4XLR8D",4,1,0,1,2,0,2,0
"tRF-16-R7DJQV0",0,2,0,0,0,0,0,0
"tRF-16-R81XDDE",15,9,11,22,14,7,15,18
"tRF-16-R9512RB",0,0,0,1,0,0,0,0
"tRF-16-R959KUD",0,0,0,0,0,1,1,0
"tRF-16-R95M390",0,3,0,4,0,0,0,0
"tRF-16-R95MN10",0,1,0,0,1,0,0,0
"tRF-16-R95R3JB",2,4,0,0,0,0,0,0
"tRF-16-R95RM3E",0,0,1,0,0,0,0,1
"tRF-16-R95RMJ0",1,0,1,0,0,1,0,1
"tRF-16-R9DR3JB",0,0,0,0,0,0,1,0
"tRF-16-R9JP9PD",15,21,10,51,4,10,31,11
"tRF-16-R9O9330",0,0,0,1,0,0,0,0
"tRF-16-R9ODMJ0",0,0,0,0,0,0,0,1
"tRF-16-RE987SB",0,3,0,2,0,0,2,0
"tRF-16-RERNLND",13,6,16,10,6,1,28,3
"tRF-16-RESJ830",0,2,0,0,1,0,1,0
"tRF-16-RJ7KYUB",1,0,0,0,0,0,0,1
"tRF-16-RLXN48E",3,4,1,2,4,3,3,5
"tRF-16-RNL3KQD",0,2,0,1,0,0,0,0
"tRF-16-RNLN4QB",0,0,0,0,1,0,0,0
"tRF-16-RPFQJDE",8,8,0,11,7,4,3,2
"tRF-16-RPM830D",963,1950,577,1243,1147,3821,1049,1132
"tRF-16-RPM830E",206,484,127,304,253,986,300,226
"tRF-16-RPR830D",0,0,1,0,0,0,0,1
"tRF-16-RPW4PU0",1,0,0,0,0,0,0,0
"tRF-16-RQ59W3E",9,13,0,5,8,18,6,2
"tRF-16-RR33WBB",0,0,0,1,0,0,0,0
"tRF-16-RRM3WED",1,0,0,0,0,0,0,0
"tRF-16-RRX3WBD",0,0,0,0,0,0,0,1
"tRF-16-RSI2WBB",0,5,0,1,2,0,0,0
"tRF-16-RSM3WBD",0,1,0,0,0,1,0,0
"tRF-16-RSM3WED",0,0,0,0,0,0,1,0
"tRF-16-RSN3WEE",0,0,0,0,0,2,0,0
"tRF-16-RSX3W0D",0,1,0,0,0,0,0,0
"tRF-16-RUSMKVD",0,1,1,0,0,0,0,0
"tRF-16-RV50SR0",1,5,0,0,1,0,0,0
"tRF-16-RW3H93E",0,0,0,0,0,1,0,0
"tRF-16-RX6NMHD",7,6,4,2,8,9,7,4
"tRF-16-RXQ6S8D",1,2,0,1,1,0,0,0
"tRF-16-RXSINHE",19,8,15,17,46,29,12,8
"tRF-16-RXSMKVD",0,0,0,0,0,0,0,1
"tRF-16-RYX3WED",0,1,0,0,0,0,0,0
"tRF-16-S2PMFIE",0,1,0,0,0,0,0,0
"tRF-16-S3M830E",195,194,181,439,151,283,266,213
"tRF-16-S4113KE",1,1,1,7,2,4,2,6
"tRF-16-S41M3KE",0,1,1,0,0,3,2,1
"tRF-16-S45J7KE",0,0,0,0,0,0,4,0
"tRF-16-S4I7LZD",1,0,3,2,0,3,3,0
"tRF-16-S4I7MNE",7,2,0,1,0,0,7,0
"tRF-16-S5R830E",7,12,24,48,7,7,32,31
"tRF-16-S5S8R6D",3,3,1,3,3,2,7,0
"tRF-16-S75NLDD",0,0,0,0,1,0,0,0
"tRF-16-S7PVRSD",0,5,0,0,1,2,6,1
"tRF-16-S8V0J60",3,0,0,0,1,0,2,4
"tRF-16-S8V0J80",11,10,7,11,18,18,13,8
"tRF-16-S998LOE",0,0,0,1,0,0,0,0
"tRF-16-S9R8B7D",6,1,0,1,10,2,2,0
"tRF-16-SH1M3KE",0,0,1,0,0,1,0,0
"tRF-16-SJ7JL30",0,0,0,0,0,0,1,0
"tRF-16-SJ7JLJ0",1,0,0,0,0,0,0,0
"tRF-16-SMKVNMB",1,0,0,0,0,0,0,0
"tRF-16-SR6PF4D",0,0,0,1,0,0,0,0
"tRF-16-SRI8WPD",0,1,0,0,0,0,1,0
"tRF-16-SRMNLBD",0,0,0,0,2,0,0,0
"tRF-16-SRRN2ED",0,1,0,1,2,1,1,1
"tRF-16-SRRNLMD",0,0,0,0,0,0,0,1
"tRF-16-SSXUOLD",0,0,1,8,0,1,1,0
"tRF-16-SU9ELBD",0,0,0,1,0,1,0,0
"tRF-16-SUBSF8B",0,0,0,0,0,0,0,2
"tRF-16-SV9NLED",1,0,0,0,0,0,0,0
"tRF-16-SV9NLND",0,0,0,0,1,0,0,0
"tRF-16-SVRNLDD",0,1,0,0,0,0,0,0
"tRF-16-SVRNLMD",0,0,0,0,3,0,1,0
"tRF-16-SW5NLMD",0,1,0,0,0,1,0,0
"tRF-16-U00KRX0",0,0,0,0,0,1,0,0
"tRF-16-U45O6WD",12,5,3,3,7,5,6,0
"tRF-16-U9XW98D",2,0,0,1,0,1,0,1
"tRF-16-UDJKSV0",1,2,0,1,3,1,1,4
"tRF-16-UEDP5IE",0,0,0,0,0,0,1,0
"tRF-16-UHK0SV0",0,0,0,2,0,0,0,0
"tRF-16-UIVFYDD",1,0,0,1,0,0,1,0
"tRF-16-UKLYM9B",1,0,0,0,0,0,0,0
"tRF-16-UKM759D",0,1,0,0,0,0,0,0
"tRF-16-UKM7OZD",0,0,0,0,2,0,2,0
"tRF-16-UMJ07R0",2,1,0,1,0,0,0,0
"tRF-16-UMX0SW0",82,96,122,126,121,46,259,75
"tRF-16-V2QXBRD",0,0,0,0,0,0,0,1
"tRF-16-V2Y8L9E",63,42,67,95,134,236,69,107
"tRF-16-V2Y8X9E",0,0,1,0,0,6,1,4
"tRF-16-V3LY7SB",0,0,0,0,0,0,0,1
"tRF-16-V4V4SQD",0,0,0,0,0,3,0,1
"tRF-16-V4VH7QD",1,1,0,0,1,1,2,0
"tRF-16-V6M7QZB",0,0,1,0,0,1,0,0
"tRF-16-V81H93E",0,0,0,0,0,0,1,0
"tRF-16-VH6M5VD",0,0,0,0,0,0,0,2
"tRF-16-VH915H0",0,1,0,0,0,1,0,0
"tRF-16-VHMZ6YE",0,0,0,1,0,0,0,0
"tRF-16-VKXZFYE",0,2,1,0,0,0,1,1
"tRF-16-VL3NBZD",11,0,5,5,4,1,35,2
"tRF-16-VL8RPYE",3,1,4,7,2,14,4,7
"tRF-16-VM7JL30",2,1,0,3,1,2,2,1
"tRF-16-VU6RM3E",1,0,0,0,0,0,0,0
"tRF-16-VUY9RZ0",13,3,1,5,6,4,12,5
"tRF-16-VW3H93E",2,7,1,1,0,4,1,0
"tRF-16-W08SQ20",0,1,0,0,1,0,0,1
"tRF-16-W08Y3H0",0,0,0,0,0,1,0,0
"tRF-16-W0K672B",0,0,0,1,0,2,5,0
"tRF-16-W0WS72B",0,0,0,0,0,1,0,4
"tRF-16-W1X6L80",1,0,0,0,0,0,0,0
"tRF-16-W26WRND",10,1,4,3,3,4,10,5
"tRF-16-W36JIKB",0,0,0,0,0,1,0,0
"tRF-16-W3FJH0B",0,0,0,0,0,1,0,0
"tRF-16-W3FJHPB",8,6,2,3,10,22,13,3
"tRF-16-W3FJIKB",63,46,34,16,68,212,91,19
"tRF-16-W41951E",0,0,1,1,0,2,0,0
"tRF-16-W4195RE",0,0,3,0,0,2,0,1
"tRF-16-W47W1R0",9,6,11,11,8,5,11,10
"tRF-16-W6VM4JD",2,2,0,1,2,0,8,0
"tRF-16-W7WK6W0",10,4,18,16,9,7,27,3
"tRF-16-W8WR640",0,0,0,1,0,0,0,0
"tRF-16-W9RKM80",5,19,2,13,5,10,26,15
"tRF-16-WB08Q2B",3,0,1,0,0,5,4,3
"tRF-16-WB0Q370",3,2,3,4,2,10,4,8
"tRF-16-WB863I0",1,0,0,1,0,0,0,0
"tRF-16-WB86890",0,0,1,1,0,0,0,0
"tRF-16-WB86Q30",0,0,0,0,0,0,0,1
"tRF-16-WB8HWK0",3,1,0,0,3,0,2,0
"tRF-16-WB8US50",0,0,0,3,2,0,1,2
"tRF-16-WB8Y3DE",0,0,0,0,1,2,1,1
"tRF-16-WB8Y45B",0,0,0,0,0,3,0,0
"tRF-16-WBH6IK0",0,0,0,0,0,1,0,0
"tRF-16-WBK6470",0,0,0,0,0,1,0,0
"tRF-16-WBKS8W0",0,0,0,0,0,8,0,1
"tRF-16-WBKY4VE",0,0,0,0,0,1,1,0
"tRF-16-WD8S740",1,2,0,1,0,2,2,1
"tRF-16-WE6MODD",0,0,5,1,2,4,0,3
"tRF-16-WE6WRND",26,6,25,6,29,11,42,10
"tRF-16-WE884UB",0,0,0,0,1,0,0,0
"tRF-16-WE8RO80",4,1,1,0,0,0,0,2
"tRF-16-WE8S68D",2,2,0,0,4,0,2,3
"tRF-16-WE8SPOD",0,0,0,0,2,2,0,0
"tRF-16-WE8SPOE",0,0,0,0,0,1,0,1
"tRF-16-WEKSPME",0,0,0,0,0,0,1,0
"tRF-16-WH19D9E",0,0,0,0,0,1,0,0
"tRF-16-WIR959D",1,0,0,0,0,0,0,0
"tRF-16-WJ9X0UB",0,1,0,0,2,0,0,0
"tRF-16-WJ9XEUB",0,0,0,2,0,0,0,0
"tRF-16-WJQ72SD",0,0,0,0,0,0,1,0
"tRF-16-WJV0M8E",0,0,1,0,0,0,0,0
"tRF-16-WJVHMZ0",0,0,0,0,0,1,0,0
"tRF-16-WK6WRND",5,4,2,11,2,1,17,11
"tRF-16-WK6WRNE",3,9,3,15,0,1,28,2
"tRF-16-WKXU53D",2,1,1,1,1,0,1,1
"tRF-16-WLBSDED",1,0,0,0,0,0,0,0
"tRF-16-WPMN1EE",0,0,0,0,0,1,0,0
"tRF-16-WR381HE",0,1,2,0,0,0,1,0
"tRF-16-WR645J0",1,1,1,2,1,0,4,0
"tRF-16-WRD81HE",0,0,0,2,0,0,0,0
"tRF-16-WS3V2V0",0,1,0,0,0,0,0,0
"tRF-16-WS7K0RD",1,0,1,2,0,2,0,3
"tRF-16-WS7YRR0",0,0,0,1,0,0,0,0
"tRF-16-WU1M70E",11,14,3,4,5,8,7,5
"tRF-16-WV7W6SD",0,1,0,1,0,0,0,0
"tRF-16-WVEH93E",0,0,0,0,0,0,1,0
"tRF-16-WYL1M3E",1,1,6,2,1,4,3,6
"tRF-16-X0SW5ND",9,9,6,7,7,6,19,9
"tRF-16-X1M3WEE",0,0,0,0,0,0,0,1
"tRF-16-X3HRL70",0,0,4,2,1,9,0,4
"tRF-16-X55JK80",0,0,0,0,0,3,0,3
"tRF-16-X5Q4R90",1,3,0,1,1,3,0,1
"tRF-16-X6XMSL0",0,0,0,1,0,0,0,0
"tRF-16-X9X5Q40",0,0,0,0,0,1,0,0
"tRF-16-XEKJ5R0",2,6,1,2,3,4,2,1
"tRF-16-XIW282B",1,1,4,5,1,0,0,0
"tRF-16-XKKSR90",1,1,0,1,0,0,1,1
"tRF-16-XKS61ND",1,0,0,0,0,0,0,0
"tRF-16-XKS6RNE",0,1,0,0,2,0,0,0
"tRF-16-XN3282B",0,0,0,1,0,0,0,0
"tRF-16-XQ53K80",0,0,0,0,0,0,2,1
"tRF-16-XRPM46D",2,1,0,0,0,0,1,0
"tRF-16-XU53F80",0,0,1,1,0,0,4,1
